"","C1","C2","C3","C4","C5","C6","M1","M4","S1","S2","S3","H1","H2","H3","H4","H5","M2","M3"
"P60900",-10.5218808196762,-9.12412131182919,NA,NA,NA,NA,NA,NA,-9.93915939908086,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q12866",-9.53221182915209,-9.02906267920901,NA,NA,-10.4687694832166,-11.380229126763,-10.0770168489135,NA,NA,-8.66522105020346,NA,NA,NA,NA,NA,NA,NA,NA
"P06744",-10.5218808196762,-10.0548151224666,NA,-7.29462074889163,NA,-11.380229126763,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.26511268618425,-9.39216406694115,NA
"P80297",-10.5322118291521,-9.9471495048938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.3921640669412,NA
"P35555",-10.5218808196762,-10.1241213118292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q14623",-10.5218808196762,-10.1241213118292,NA,NA,NA,NA,-10.3337942763799,NA,NA,-9.69547688200914,NA,NA,NA,NA,NA,NA,NA,-10.2479275134436
"Q9H4A9",-10.5322118291521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.3921640669412,NA
"Q5JRA6",-10.5322118291521,NA,NA,NA,NA,NA,NA,NA,-9.93915939908086,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q10588",-10.5218808196762,NA,-9.73202356386473,NA,NA,-10.380229126763,-10.1963386606802,-10.531520710074,-10.2207238006473,NA,NA,NA,NA,NA,-11.1531900911541,NA,NA,NA
"Q16270",-10.5218808196762,-9.78953364497036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P18206",-10.5322118291521,NA,NA,NA,NA,-10.380229126763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A0A0C4DH29",-10.5218808196762,NA,-10.3238824021864,NA,NA,-9.47999448230938,NA,-10.6959739345691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P04439",-10.5322118291521,-8.53915881110803,-7.41285004939584,-10.1019756709492,-6.82020274410279,-10.2214144984658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.39216406694115,NA
"P11684",-10.5218808196762,-8.84212206386857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P12111",-9.5218808196762,NA,-10.3447714432849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.24792751344359
"Q6UXB8",-9.95070950379069,-7.71277262826725,-6.19282289028903,NA,NA,-10.2214144984658,-8.38788012799958,-8.15946016614135,NA,NA,-9.13437060949306,-8.15246593752315,-10.4803574574918,-8.69686819785524,-7.5682275904329,-7.94318459129689,-8.80720156622,-8.24792751344358
"P19022",-10.5218808196762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A0A0C4DH43",-8.36113527767399,-8.17420746293429,-9.73202356386473,-8.5953278545468,NA,-10.380229126763,-10.0770168489135,-8.45063572869549,-8.1666015396349,-9.90544969712789,-8.94934038173348,NA,-9.48035745749184,-8.43383379202145,-8.15319009115406,-9.26511268618425,NA,-8.66296501272243
"A0A0A0MS15",-8.53221182915208,-7.99728444773235,-10.3238824021864,-9.26310149388705,-9.46423982473612,-10.2986375878956,-8.97586620854131,-8.6114053310609,-8.13333302797051,-9.47296070706408,-9.53430288245463,-9.15246593752315,NA,-11.0187962927426,-9.15319009115406,-8.68015018546309,-7.80720156622,-7.66296501272243
"Q9NQ79",-10.5322118291521,-9.69678155375849,NA,NA,-10.4642398247361,NA,-9.96681441326058,-8.18980062446747,-9.22072380064728,-10.0703126520103,NA,NA,-7.31043245604953,-8.43383379202145,NA,-10.2651126861843,-10.3921640669412,-10.2479275134436
"P80748",-7.94724932843093,-7.3318040318748,NA,-8.16030954099824,-7.55765076430288,-11.380229126763,-7.74580593929679,-8.30599901832223,-7.80996855456573,-8.9462468073281,NA,NA,-10.4803574574918,NA,NA,-7.45775776412665,-7.0702359720538,-8.24792751344358
"Q16777",-8.19995272478883,NA,NA,-4.84541678187079,-8.46423982473612,-8.2537949010293,-9.49411660629257,-9.69597393456906,-8.22028434055446,-8.69547688200914,-6.06398056757099,-6.69303431888585,-6.48035745749184,-7.211441370685,-8.15319009115406,-6.80568106754696,NA,NA
"P17174",-10.5322118291521,-9.30771251717418,NA,-10.1019756709492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P00918",-10.5218808196762,NA,NA,NA,NA,NA,NA,-7.52604893312675,NA,-9.69547688200914,-8.94934038173348,NA,NA,NA,NA,NA,NA,NA
"P00390",-9.94379743214046,NA,NA,NA,NA,-8.63645199774466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P13716",-10.5218808196762,-10.1241213118292,-10.3447714432849,NA,NA,NA,NA,-9.69597393456906,NA,NA,NA,NA,NA,NA,NA,NA,-10.3921640669412,NA
"O75874",-10.5218808196762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P19320",-8.95070950379069,-7.70203880216143,-8.98956453703481,NA,NA,NA,NA,NA,-9.01627793997454,-9.83201040001104,-9.06036852858528,NA,NA,NA,NA,NA,-8.39216406694116,-9.24792751344359
"P41159",-9.5218808196762,-7.62522141000644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.66296501272243
"P15291",-9.5218808196762,-9.12412131182919,-10.3032915055202,NA,NA,NA,NA,NA,-9.27595818659315,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q9NSE2",-9.20821160553799,-9.59474061109894,-10.3032915055202,-9.10197567094923,-9.46423982473612,-9.79526662604183,-8.49205434819235,-10.0540851945897,-9.75592020497908,-8.48535015128912,-10.5343028824546,NA,NA,NA,-8.8312619962667,NA,NA,-10.2479275134436
"P98160",-9.21235884345093,-8.38863011231444,-9.00610798907544,-9.26310149388705,NA,-9.79526662604183,-9.69247515908409,-9.65307006104246,-8.67650829982977,-9.07031265201028,-7.70141009150273,-8.56750343680199,-9.48035745749184,NA,-8.8312619962667,-9.26511268618425,-9.39216406694115,-9.24792751344359
"Q7Z7M0",-10.5218808196762,NA,NA,NA,NA,-9.79526662604183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P53634",-10.5322118291521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P25786",-9.5218808196762,NA,NA,-10.1019756709492,NA,NA,NA,NA,NA,-9.07031265201028,NA,NA,NA,NA,NA,NA,NA,NA
"Q8TAA3",-10.5218808196762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A0A075B6Q5",-10.5218808196762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q9UM47",-10.5218808196762,-9.9471495048938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.48035745749184,NA,NA,NA,NA,NA
"Q8WWZ8",-9.53221182915209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q9Y5Y7",-9.53221182915209,-9.12412131182919,-10.3238824021864,NA,NA,NA,-10.3337942763799,NA,NA,NA,NA,NA,NA,-10.0187962927426,NA,-10.2651126861843,-10.3921640669412,-10.2479275134436
"Q9Y646",-9.95070950379069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P49913",-10.5322118291521,-9.69678155375849,NA,NA,NA,-9.74036282164009,-8.96681441326058,NA,-8.16225848870438,NA,-8.67080367413847,NA,-10.4803574574918,-10.0187962927426,NA,-9.26511268618425,NA,-10.2479275134436
"A0A087WSY6",-8.72633882331329,-8.52821830091802,-9.32388240218639,-8.67813899316589,NA,NA,-8.49205434819235,-7.71000099989675,-7.78613689045216,NA,NA,NA,NA,-10.0187962927426,NA,-8.68015018546309,-10.3921640669412,-9.24792751344359
"Q6EMK4",-9.216518037584,-8.79140596155426,-9.31355021866197,NA,NA,NA,-10.3337942763799,-10.531520710074,-9.27595818659315,NA,-9.43743928765779,NA,NA,-10.0187962927426,-10.1531900911541,NA,-8.39216406694116,-9.24792751344359
"P26572",-9.94379743214046,-8.53915881110803,NA,NA,-10.4642398247361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q71U36",-9.5218808196762,NA,-8.71832900479906,-5.35621089827852,-10.4687694832166,-10.380229126763,NA,NA,NA,NA,-7.126795741163,-6.98254093608084,-6.57346686188333,-8.0187962927426,-8.5682275904329,NA,NA,NA
"O95479",-9.53221182915209,-10.1241213118292,NA,NA,NA,-10.2214144984658,-10.1963386606802,NA,-10.0977527729932,-9.69547688200914,NA,NA,NA,NA,NA,NA,-10.3921640669412,NA
"Q5SRE5",-8.21028373426472,NA,-9.34477144328492,NA,NA,NA,NA,NA,-8.24807667484574,NA,NA,NA,NA,NA,NA,NA,-8.80720156622,NA
"Q9H4G4",-10.5322118291521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.39216406694115,NA
"A0A0A0MT89",-8.36113527767399,-9.05481512246659,-10.3032915055202,NA,NA,NA,-10.1576359027308,-9.69597393456906,-9.22072380064728,NA,-10.3466720188689,-8.56750343680199,NA,NA,-9.15319009115406,NA,-8.39216406694116,-8.66296501272243
"P04054",-10.5218808196762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P01714",-9.53221182915209,-9.27381449768707,-9.00610798907544,-8.38447852815498,-7.55704775696249,-6.77852877083539,-8.11355158863302,-8.25699068594495,-7.44380894082395,-8.66522105020346,-8.643530173817,-8.15246593752315,-7.67300253543424,-6.84887129130029,-8.5682275904329,-7.45775776412665,-9.39216406694115,-9.24792751344359
"P03950",-9.216518037584,-9.59474061109894,NA,NA,NA,NA,NA,NA,NA,NA,-10.4374392876578,NA,NA,NA,NA,NA,NA,NA
"P07585",-10.5322118291521,-10.1241213118292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A0A0B4J1U7",-6.77540558725658,-6.16184946542595,-7.32647705152505,-7.41967252130022,-7.21655036014068,-6.38646818012273,-7.49668219849972,-7.8040504090033,-7.0064782488497,-7.56390545491912,-6.94934038173347,-6.83053784263579,-7.48035745749184,NA,-7.69375847251676,-7.09518768474194,-6.69172434880006,-6.07800251200127
"P00451",-9.95070950379069,-9.30771251717418,NA,NA,NA,NA,NA,-10.531520710074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A0A075B6I0",-8.94724932843093,-7.73288702757923,-9.34477144328492,-10.1019756709492,NA,-9.68747208327893,NA,-8.1745506377654,-8.42893553410267,-7.43498523506406,-8.85247678693663,-9.15246593752315,NA,NA,-9.56822759043291,-8.68015018546309,NA,-8.24792751344358
"Q7RTZ1",-9.21235884345093,-8.53915881110803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P01033",-9.5218808196762,-9.12412131182919,-9.74584936318239,-10.180290355268,-10.4642398247361,-10.2986375878956,-9.96681441326058,NA,-10.2480766748457,-9.3492935731036,-9.53430288245463,NA,NA,-11.0187962927426,-10.1531900911541,NA,NA,-10.2479275134436
"A0A075B6I9",-8.36574700306953,-8.16016331343682,-8.32388240218639,-8.5953278545468,-8.14684138832927,-8.11992526636649,-7.97682715216688,-8.0401978092312,-8.25579524005907,-7.32048719640673,-6.92614895166316,NA,NA,-7.84887129130029,-8.15319009115406,-7.45775776412665,NA,-7.44057259138598
"Q15485",-9.53221182915209,-8.3246322290731,-10.3238824021864,-8.56874779420255,NA,-10.2986375878956,-8.95912988885597,-7.29771447639081,-8.05792708210524,-7.64134448232842,-7.98654958105718,NA,NA,-9.43383379202145,-8.34583516909645,-7.94318459129689,-8.0702359720538,-7.92599941855622
"Q86UD1",-9.95070950379069,-8.67664951340121,-10.3238824021864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.39216406694115,-9.24792751344359
"Q9BWL3-2",-9.5218808196762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P28827",-10.5218808196762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q04721",-10.5218808196762,-8.53915881110803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P00441",-10.5218808196762,-8.94714950489381,-8.51356786933813,-9.14060167794041,NA,-9.68747208327893,NA,-9.1110114338479,NA,-7.11051438128798,NA,NA,NA,NA,NA,NA,NA,NA
"Q6UX71",-9.95070950379069,-9.9471495048938,-9.73202356386473,-8.67813899316589,-9.46423982473612,NA,NA,-8.41435765751835,-8.19177577959035,-8.3979837917321,-9.82158215187624,NA,-8.48035745749184,-9.0187962927426,-7.8312619962667,-8.68015018546309,NA,NA
"P48741",-10.5218808196762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q9Y620",-10.5218808196762,NA,NA,NA,NA,NA,NA,NA,NA,-8.69547688200914,NA,NA,NA,NA,NA,NA,NA,NA
"Q8WY91",-8.53221182915208,NA,-9.74584936318239,-8.87454857802268,NA,NA,-8.96681441326058,NA,-8.72335754555048,-8.83201040001104,NA,NA,-9.48035745749184,NA,NA,-8.68015018546309,NA,NA
"Q86SQ4",-9.20407625530234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q8NEL0",-8.52188081967619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q16635",-9.5218808196762,NA,-9.73202356386473,NA,NA,-8.05830103187563,NA,-9.6114053310609,-9.93915939908086,-10.0703126520103,NA,NA,NA,NA,NA,-10.2651126861843,NA,-9.24792751344359
"Q8NGJ3",-9.94379743214046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P18669",-10.5322118291521,-9.78953364497036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.39216406694115,NA
"Q9NR09",-10.5218808196762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P35916-1",-10.5218808196762,-10.1241213118292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q8WVM7",-9.5218808196762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A0M8Q6",-6.29468983851839,NA,NA,-7.82652445172518,-7.29381240467794,-6.57287420470539,NA,NA,NA,NA,-7.63008436560018,-6.45202621938205,-7.89539495677069,-7.11190569713408,-6.69375847251676,-6.09518768474194,-6.22223906549884,-5.92599941855623
"P0DP08",-7.73526242990437,-7.2045711442492,NA,NA,NA,-8.57287420470539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P0DJI9",-7.54261735196197,-3.71269471985241,-3.94179339101714,-3.00571365119439,-3.5456382466009,-3.71361985826711,NA,NA,-3.49621590323213,-4.24659838992287,-4.39247570848202,NA,NA,NA,NA,NA,-4.16334537644528,-4.20353339408513
"A0A0J9YXX1",-8.22068925707461,NA,-8.30329150552022,-9.10197567094923,NA,NA,-8.38185191253942,-8.65307006104245,-7.71660669511504,NA,NA,NA,NA,NA,NA,-10.2651126861843,NA,NA
"P01701",-9.54261735196197,NA,-7.73546761195464,-8.18029035526795,-7.87927732401496,-7.22524202886325,-7.18879027519385,-7.62170925104256,-6.87725415427558,-9.07031265201028,-8.643530173817,-8.15246593752315,-9.48035745749184,-9.0187962927426,NA,-7.94318459129689,-9.39216406694115,-10.2479275134436
"P01889",-10.542617351962,-10.1241213118292,-10.3238824021864,NA,NA,-8.22141449846581,NA,NA,-10.2759581865932,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P01717",-8.95765485124082,-8.41879937230835,NA,NA,NA,NA,-7.96681441326058,-8.41435765751835,-7.34671944111922,-7.90544969712788,-7.53430288245463,NA,NA,-7.69686819785524,-8.15319009115406,-7.6801501854631,-8.0702359720538,-7.92599941855622
"Q15063",-10.542617351962,-8.84212206386857,-9.33428911604279,NA,NA,-10.2214144984658,-9.19633866068024,-9.9993201582395,-9.93915939908086,NA,-10.3466720188689,NA,NA,NA,NA,-8.26511268618425,-9.39216406694115,-9.24792751344359
"P05067",-8.95765485124082,-9.16560562304198,NA,-9.56874779420255,-10.4642398247361,-10.2214144984658,-7.87441056579288,NA,-9.56978081722973,-8.90544969712788,-9.88404752080084,-8.56750343680199,NA,-9.43383379202145,-8.8312619962667,-7.6801501854631,-9.39216406694115,-10.2479275134436
"P07333",-10.542617351962,-9.9471495048938,-10.3032915055202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P01699",-9.54261735196197,-9.78953364497036,-10.3447714432849,NA,-9.87777059276481,NA,-9.96681441326058,-8.8158323435005,NA,-8.58930411600772,NA,NA,NA,NA,NA,-7.45775776412665,-9.39216406694115,-10.2479275134436
"P00338",-9.54261735196197,-8.53915881110803,-10.3032915055202,-5.76516017278214,NA,-8.47999448230938,-10.1963386606802,NA,-9.93915939908086,-9.07031265201028,-8.07851623592598,NA,-9.48035745749184,-10.0187962927426,NA,-8.68015018546309,NA,NA
"P27797",-10.542617351962,-8.65892156755287,-9.30329150552022,-9.10197567094923,NA,-9.74036282164009,NA,NA,-9.93915939908086,-10.0703126520103,NA,NA,NA,NA,-8.34583516909645,NA,NA,NA
"P08319",-10.542617351962,-8.12412131182919,NA,NA,NA,-9.22141449846581,-10.3337942763799,NA,NA,-9.07031265201028,-10.4374392876578,NA,NA,NA,NA,NA,NA,NA
"Q9Y4L1",-9.54261735196197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P14625",-10.542617351962,NA,-9.33428911604279,-6.21555684494862,NA,-7.89948640357844,-9.61586006921886,NA,NA,NA,-10.5343028824546,NA,NA,NA,-9.56822759043291,NA,NA,NA
"A0A0B4J1U3",-10.542617351962,-9.78953364497036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.3921640669412,-9.24792751344359
"P09110",-10.542617351962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P02788",-10.542617351962,-9.30771251717418,-9.30329150552022,-8.26310149388705,-8.65623896801767,NA,-9.53074202956112,-10.531520710074,-9.93915939908086,-9.13089684920414,NA,-9.15246593752315,NA,-11.0187962927426,-8.8312619962667,-9.26511268618425,-9.39216406694115,NA
"P08493",-10.542617351962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P22692",-10.542617351962,-10.1241213118292,-8.31355021866197,NA,-10.4642398247361,-9.10250958255777,-10.1963386606802,-9.53152071007396,NA,-10.0703126520103,-10.3466720188689,NA,NA,-11.0187962927426,NA,-8.68015018546309,NA,NA
"P28070",-10.542617351962,NA,NA,NA,NA,NA,NA,NA,NA,-10.0703126520103,NA,NA,NA,NA,NA,NA,NA,NA
"P20774",-10.542617351962,NA,-9.74584936318239,NA,NA,NA,NA,NA,-9.93915939908086,NA,-10.4374392876578,NA,NA,NA,NA,NA,NA,NA
"P02792",-10.542617351962,NA,NA,NA,NA,NA,NA,NA,NA,-7.74838455712291,-10.3466720188689,NA,NA,NA,NA,NA,NA,NA
"Q9UBQ6",-9.54261735196197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q15166",-9.54261735196197,NA,-9.30329150552022,NA,NA,NA,-9.07701684891351,-10.531520710074,-8.690995685872,-8.58659130632036,-8.94934038173348,NA,NA,NA,-9.15319009115406,-9.26511268618425,-8.80720156622,NA
"Q01459",-10.542617351962,NA,NA,NA,NA,-10.2214144984658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q9Y5C1",-10.542617351962,-10.1241213118292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.2651126861843,-10.3921640669412,NA
"P11597",-9.54261735196197,NA,-10.3238824021864,NA,NA,NA,NA,-10.6114053310609,-9.65393880650878,NA,NA,NA,-10.4803574574918,NA,-11.1531900911541,NA,NA,NA
"P01705",-10.542617351962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q9HCN6",-10.542617351962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P01344",-10.542617351962,-10.0213718531142,-9.30329150552022,NA,NA,NA,-10.3337942763799,NA,-10.2207238006473,NA,NA,-9.15246593752315,-10.4803574574918,-8.69686819785524,-11.1531900911541,-10.2651126861843,-10.3921640669412,NA
"O75626",-8.54261735196197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q02985",-10.542617351962,-8.26006740469856,NA,NA,NA,-10.2214144984658,NA,NA,-6.23871968093976,-6.90038765056797,NA,NA,NA,-7.69686819785524,NA,NA,-8.39216406694116,-8.66296501272243
"Q13201",-10.542617351962,-8.1637855294027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q8NI99",-10.542617351962,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.3466720188689,NA,NA,NA,NA,NA,NA,NA
"Q8NET4",-9.54261735196197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q8NBP7",-10.542617351962,-9.56874591760624,-9.73202356386473,-9.22110183302945,-8.29481741693794,-8.58000675804629,-10.1386670367408,NA,-9.27595818659315,-8.0807951254164,-8.13437060949306,NA,NA,NA,NA,NA,-8.80720156622,NA
"P07942",-10.542617351962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P54108",-10.542617351962,-9.05481512246659,NA,NA,NA,NA,NA,-10.531520710074,NA,NA,NA,NA,NA,NA,NA,-10.2651126861843,-9.39216406694115,-9.24792751344359
"Q96KV7",-10.542617351962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q96NZ9",-10.542617351962,NA,NA,NA,NA,NA,NA,-10.531520710074,NA,NA,-10.3466720188689,NA,NA,NA,NA,NA,NA,NA
"O60602",-9.54261735196197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q16627",-10.542617351962,-10.2977351289884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.2651126861843,NA,NA
"P35579",-10.542617351962,-10.1241213118292,-9.30329150552022,-7.29462074889163,NA,-10.6874720832789,NA,NA,NA,NA,NA,NA,NA,NA,-11.1531900911541,NA,NA,NA
"P13727",-10.542617351962,-9.9471495048938,-9.73202356386473,NA,NA,NA,NA,-9.53152071007396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q68DU8",-9.54261735196197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q96JM4",-8.95765485124082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q9NR82",-7.95765485124081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A0A0C4DH67",NA,-7.29966566645906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P01763",NA,-6.97580703410104,-8.75980894256376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P80188",NA,-8.36115020616472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P07307",NA,-10.0548151224666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P49257",NA,-10.2977351289884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P10645",NA,-8.76991933666841,-8.73202356386473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A0A0B4J1V6",NA,-7.25040124345016,-8.02284334839755,NA,NA,NA,NA,NA,-6.95403009170579,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P0DSN7",NA,-8.05481512246659,NA,NA,-8.65623896801767,-7.63645199774465,NA,-8.69597393456906,NA,NA,NA,NA,NA,NA,NA,-7.94318459129689,-8.0702359720538,-7.92599941855622
"Q8WUA8",NA,-9.3451737858755,NA,NA,-10.4642398247361,-10.6874720832789,-10.1963386606802,NA,NA,NA,-10.3466720188689,NA,NA,NA,NA,NA,NA,NA
"A0A0C4DH26",NA,-8.71277262826725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"O75594",NA,-10.2083182104504,NA,-10.263101493887,-10.4642398247361,-11.380229126763,NA,NA,NA,-9.69547688200914,-10.5343028824546,NA,NA,NA,NA,NA,NA,-10.2479275134436
"P05164",NA,-8.61209862635249,NA,NA,NA,NA,NA,NA,-10.0977527729932,NA,NA,NA,NA,NA,NA,NA,-10.3921640669412,-10.2479275134436
"Q96QR1",NA,-10.2977351289884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P55774",NA,-10.2977351289884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P15814",NA,-10.2977351289884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.3921640669412,NA
"A0A0A0MRZ8",NA,-8.62335570972929,-8.51949317488385,-8.87454857802268,-9.46423982473612,-7.4687939364682,-7.98916444772536,NA,-8.93915939908086,-8.89379194587911,-9.43743928765779,NA,-8.89539495677069,-8.43383379202145,-8.34583516909645,-7.94318459129689,-8.39216406694116,-7.66296501272243
"P24158",NA,-8.86472007629669,NA,-10.1019756709492,-10.4642398247361,NA,NA,NA,-9.27595818659315,-9.69547688200914,-10.3466720188689,NA,NA,NA,NA,-9.26511268618425,-10.3921640669412,-9.24792751344359
"A0A0B4J1Y8",NA,-10.2083182104504,NA,NA,NA,NA,NA,NA,-9.26195007703608,NA,NA,-9.15246593752315,NA,-10.0187962927426,-9.56822759043291,-8.68015018546309,-10.3921640669412,NA
"P24592",NA,-9.6567945430075,-9.73202356386473,NA,NA,-9.33885663355731,-10.1963386606802,NA,NA,NA,-9.88404752080084,NA,NA,NA,-11.1531900911541,-10.2651126861843,NA,-10.2479275134436
"Q6P2E9",NA,-9.25233403322214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q66K66",NA,-9.29773512898841,-8.75980894256376,-9.56874779420255,-8.87476184289247,-9.38022912676299,-9.15763590273081,NA,NA,NA,-7.85247678693663,-7.34511101546555,NA,-8.43383379202145,-7.98326508971175,NA,NA,-10.2479275134436
"O14498",NA,-9.20581908528004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.2651126861843,NA,-9.24792751344359
