"","set1_126","set1_127N","set1_127C","set1_128N","set1_128C","set1_129N","set1_129C","set1_130N","set1_130C","set1_131N","set1_131C","set1_132N","set1_132C","set1_133N","set1_133C","set1_134N","set2_126","set2_127N","set2_127C","set2_128N","set2_128C","set2_129N","set2_129C","set2_130N","set2_130C","set2_131N","set2_131C","set2_132N","set2_132C","set2_133N","set2_133C","set2_134N","set3_126","set3_127N","set3_128N","set3_129N","set3_129C","set3_130N","set3_131N","set3_132N","set3_133N","set3_134N"
"Q14683",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"O75694",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q9NR45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q6UXH0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P60953",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.70182625841205,6.63372181264101,6.76950729143624,6.72246602447109,6.64817779572482,6.55458885167764,6.49345520092618,6.57440430902258,6.72655877910497,6.58796498888268,6.66391384211598,6.70043971814109,6.60733031374961,6.52199295640167,6.57591736111815,6.78135971352466,7.27332938656167,6.64961545906341,6.79441586635011,6.65105169117893,6.84549005094437,7.48381577726426,6.88996019965864,6.90086680798075,6.60139939053183,6.52199295640167
"Q15459",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P20339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q9H9Q2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q9Y617",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q8N3U4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q99436",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P61254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P11172",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q4KMQ2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q9NRY2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q14008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q7Z7H8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q9HC38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q06136",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q9UHX1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P37198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q7LBR1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q9Y5B9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q8IYS5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q56VL3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q14244",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q16531",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q92973",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"O75791",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"O75023",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q8WUM0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q13501",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q9Y265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P28072",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q9BWE0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q15005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P28838",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q9Y6A5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q9BRP8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P43307",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q96C01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q12913",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.75755668893945,6.63807383718072,6.4245862262511,6.83920378809694,6.49505552836802,6.67383905599044,6.66533591718518,6.43962313755712,6.74416109557041,6.65391987311942,6.54689445988764,6.70597790168252,6.82781902461732,6.59991284218713,6.60880924267552,6.60288440871842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q9UFH2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P0DJI9",5.33985000288462,5.4594316186373,5.27052894238072,5.36457243229586,5.09592441999854,5.15380533607904,5.25927248703759,5.30012372456901,7.02236781302845,7.31741261376487,5.83289001416474,5.58796498888268,8.61654884377899,7.91169158187234,7.67877617412388,5.79441586635011,5.13750352374993,5.60584986719498,5.51727569320958,4.98641093525204,5.3819754785573,4.98185265328974,5.20163386116965,5.43629511983936,8.52943055414615,8.96202839277775,7.97785230797118,5.24792751344359,5.41278152533848,4.6667565918848,4.76022094646651,4.99095486039699,4.69488019279919,4.87282875953489,4.6667565918848,4.63807383718072,4.83794324189103,4.80219321694183,5.35049724708413,8.8838651545098,6.4093909361377,4.82273014794452
"P0DJI8",5.63226821549951,5.23266075679027,5.58796498888268,5.54843662469604,5.35755200461808,5.22496636500027,5.63517394667492,5.20163386116965,7.21237478756727,7.17192735435346,6.09169983413681,5.51412226017071,8.66426949231891,7.63154086734149,7.59842476052772,5.60880924267552,5.72246602447109,5.82017896241519,5.88264304936184,5.70043971814109,5.79181407116183,5.53915881110803,5.82527683005487,5.84046323386954,8.23314029644597,8.46188866443282,7.97498811199193,5.92124588858559,5.79960542245267,5.52042224852645,5.54225804976692,5.63517394667492,4.6724253419715,4.60288440871842,4.49185309632967,4.61470984411521,4.56071495447448,4.66106547980695,5.23266075679027,9.19991768027457,7.39574832817903,4.63807383718072
"P06702",5.69766263347052,5.23266075679027,5.0746766862945,5.35402893805439,6.12101540096137,5.76818432477693,5.44294349584873,5.51412226017071,6.4110872267986,6.81249822533356,8.44790974874208,5.59991284218713,6.74281466986289,8.3389591754152,6.85549144310187,6.33628338786443,6.92599941855622,5.67807190511264,6.14159627838382,5.52669484554198,6.4446008137115,6.14363830992204,5.37851162325373,5.83541884047548,7.16892278185294,6.8814199080924,8.09697863637054,8.319672120947,5.80992886572143,5.58796498888268,5.40258575823259,5.70873904135958,6.64529816394863,6.64529816394863,6.04439411935845,6.19967234483636,6.29094040240368,6.88752527074159,6.42122329922514,7.83731255552431,7.27612440527424,6.2460279805281
"P17900",5.7839804136838,5.5077946401987,5.74416109557041,5.70873904135958,5.21723071622067,5.39231742277876,5.73335434061383,5.29645740737124,8.82241149636048,8.52825874275841,6.49345520092618,5.96578428466209,5.70321146739115,6.58345891013077,5.71699089440494,5.55151601762801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P02741",6.53915881110803,4.98641093525204,5.59693514238723,5.39231742277876,5.44956137461324,5.42290574261218,5.14567745519564,5.36457243229586,6.43462822763672,7.99604972751976,5.51096191927738,5.50143914515887,8.02790599656988,7.4487357980294,8.29278174922785,5.30742852519225,6.7279204545632,5.3327079336406,6.36457243229586,4.80219321694183,4.92599941855622,5.27052894238072,5.77873424411784,5.02236781302845,9.24245960116527,7.75288236627309,7.84109254469343,5.1168637576909,4.77082904603249,4.60288440871842,4.65535182861255,4.61470984411521,5.4262647547021,4.85798099512757,4.60880924267552,5.36457243229586,6.01792190799726,5.10433665981474,5.32912359629157,8.57213175138666,8.31650781910311,5.89965902637744
"A0A0C4DH33",5.22496636500027,4.25550073314839,5.05311133645956,6.52199295640167,6.52669484554198,5.49825086752783,5.63517394667492,5.16992500144231,5.74146698640115,5.19377174339668,9.1994269676709,7.00225245173138,5.43962313755712,6.30012372456901,7.10223819393074,7.01792190799726,6.76818432477693,6.05961485629722,6.5298209465287,6.22496636500027,6.27052894238072,6.55151601762801,6.47897180503294,6.62643913669732,7.09275714091985,6.71699089440494,6.64817779572482,6.50462039240355,7.20065343636747,6.43962313755712,6.64673869830785,7.03672310600552,6.15380533607904,5.73335434061383,5.95652136333312,5.57591736111815,5.40599235967584,6.50620838930675,7.80671071796524,6.16591193893569,7.51569983828404,7.17692111164436
"Q07955",5.51096191927738,5.60880924267552,5.69766263347052,5.94016675048282,5.65535182861255,5.89481776330794,4.99095486039699,6.12515513132229,5.55151601762801,5.65821148275179,6.58195375084882,5.28540221886225,9.51234542034734,5.96116025813664,6.65391987311942,5.78920757534734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P01717",4.81762325751143,5.21334728173344,5.91408609701272,6.27426166125705,5.37503943134692,6.29645740737124,6.20554891117303,4.74953426766926,6.44128427192704,5.79181407116183,9.04794184374751,6.87282875953489,4.96809075204526,5.85299758761332,6.51727569320958,7.69139457853808,7.02790599656988,5.97269265400426,6.49024921062709,6.3019533951261,6.36106648879432,6.1333991254172,6.25927248703759,6.3327079336406,7.09381367340273,7.44542875923832,6.55305325276641,6.74416109557041,7.37242979233409,6.69905184401685,6.39059890555246,5.97039353791468,5.40258575823259,5.45285896471381,8.40514146313634,5.74685018309805,5.25550073314839,5.57893871309339,6.11270013274936,8.1853710292354,6.84924870276441,5.74685018309805
"A0A0G2JMI3",5.09592441999854,4.96809075204526,5.17791779219584,5.14974711950468,6.71149490665009,5.06177619758669,5.34340782229781,6.75488750216347,5.32912359629157,5.70597790168252,5.14159627838382,9.56395889681009,4.68929916053589,5.60584986719498,7.56224242422107,4.8073549220576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P07738",6.20554891117303,5.48542682717024,5.56376827845203,6.11270013274936,5.0574502721839,6.40087943628218,5.42961596420174,5.64673869830785,8.45327063401062,7.81826260830447,6.82145511910246,5.88752527074159,6.43128865429159,7.61911951145322,4.98641093525204,6.50620838930675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P01715",5.57288966842058,5.47897180503294,5.73335434061383,5.64961545906341,5.71699089440494,5.66106547980695,6.43629511983936,5.94719858426206,5.89965902637744,5.75488750216347,8.9898202201176,7.83035674741922,5.58195375084882,5.37155886261196,6.79571500650173,6.68509917200661,5.86542397831313,5.78135971352466,6.00225245173138,6.39403389536778,6.08321336824898,6.24222139509837,7.22013644739608,5.41616416473313,6.61323695471633,7.27146302790437,6.71836162613835,7.04439411935845,7.48139582415413,6.59395128394841,7.44211412241923,6.00898878322726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"O75083",5.66391384211598,5.95419631038687,5.5298209465287,5.70873904135958,5.97269265400426,5.7839804136838,6.17192735435346,5.93310047493137,8.2465030982801,7.84360704649056,6.9898202201176,6.42794133250948,5.94016675048282,6.19574129324645,7.38284014447524,6.48381577726426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.13852780142227,6.68929916053589,6.15987133677839,6.1168637576909,7.03562390973072,7.47654370621426,6.56071495447448,6.23266075679027,6.13134253912326,6.43629511983936
"P05109",5.90448409790142,5.40258575823259,5.46923479366766,5.70321146739115,6.29278174922785,6.08321336824898,5.73063995591679,6.08108392868763,6.13750352374993,6.25171909260596,8.21626083716506,5.75755668893945,6.75221336786514,8.28586454703185,7.10328780841202,6.30012372456901,6.656782364219,5.86789646399265,6.12308675098106,6.01122725542325,6.75622271284729,6.18388345903223,5.72519581722666,6.07895134139482,7.0948694327187,6.876516946565,7.87467403163581,8.12256919221645,6.06824086131282,5.83035674741922,5.66391384211598,5.97727992349992,7.20261362014849,6.88752527074159,5.96116025813664,6.0746766862945,6.33985000288462,7.62351574149055,6.5298209465287,8.72894086840337,7.27891401949994,6.39746072605472
"P06331",5.41953889151378,5.5668151540109,6.61765111942733,6.34518344718767,5.83541884047548,5.17392693199981,6.55305325276641,5.14974711950468,5.64961545906341,6.6906964439777,8.86727873970966,6.80477637795583,5.25171909260596,6.80477637795583,7.01122725542325,6.59395128394841,6.80606622608903,6.34695688937888,6.53915881110803,6.40258575823259,6.4245862262511,6.73470962022584,6.67525138605026,6.91647664443772,6.64529816394863,6.70043971814109,6.52669484554198,6.44625622988956,6.55305325276641,6.79960542245267,6.71424551766612,6.90448409790142,7.34340782229781,6.4110872267986,5.68650052718322,7.06285565520599,6.36981542428391,7.30742852519225,6.46597446450407,5.83541884047548,7.3019533951261,6.42122329922514
"P32119",6.25361115194717,5.32912359629157,5.43295940727611,6.1106138055009,5.58496250072116,6.65248649491816,6.13545278418517,5.48220292629596,7.94778302625542,7.58871463558226,7.16490692667569,5.84046323386954,6.22496636500027,7.88325423134128,5.12515513132229,6.92599941855622,6.62205181945638,6.29094040240368,6.26115467261557,6.07253459972295,6.47735352663456,6.25171909260596,5.77346892790519,6.11894107272351,7.23840473932508,6.67383905599044,7.04548665635946,7.68439798363757,6.32373033752135,7.06069593168755,6.48864353985378,6.58044701959866,6.18189764310839,6.92955431573285,6.15785216914174,5.8801957289431,6.15987133677839,6.25550073314839,7.40258575823259,7.59916899321943,6.45121111183233,6.96462966672059
"P31944",5.51096191927738,5.56985560833095,6.12101540096137,5.76553474636298,6.36457243229586,5.92599941855622,5.83035674741922,6.41278152533848,6.40258575823259,6.03782146543497,5.91169158187234,6.08958289312471,6.36981542428391,9.20114373205303,6,6.38715571766298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q9Y251",6.19967234483636,6.48542682717024,5.28909670241999,5.25927248703759,6.0746766862945,6.24031432933371,5.96578428466209,5.91647664443772,6.8008998999203,6.19377174339668,7.03452387533439,6.68790052248075,6.21916852046216,6.29829173062012,8.37937836707126,7.55842071326866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P68133",5.62935662007961,6.3327079336406,5.47897180503294,5.65248649491816,6.30742852519225,5.79441586635011,5.90689059560852,6.48220292629596,5.63226821549951,5.4594316186373,7.61765111942733,7.18784690943957,6.27426166125705,6.32192809488736,8.43212427264156,7.24982454861618,6.26491169307446,6.4594316186373,6.26865895502767,7.15583017155653,6.12308675098106,6.76155123244448,6.30560578958543,6.97842446544086,6.00450139223494,6.63952159951083,6.0703893278914,7.40002551791402,6.24031432933371,7.20554891117303,6.06177619758669,7.14974711950468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P02042",6.39231742277876,5.36106648879432,5.59991284218713,6.19574129324645,5.58195375084882,6.48220292629596,6.26303440583379,5.71973105674985,7.74214098549815,7.70666868217975,7.41193462479118,6.00225245173138,6.23266075679027,7.64457735701838,4.81762325751143,6.9692426044345,6.57288966842058,6.24982454861618,6.22496636500027,6.08533966935737,6.52512925120397,6.34340782229781,5.46270675067016,5.87528859822269,7.27705487614873,6.78135971352466,7.02680005934372,7.75221336786514,6.4245862262511,7.16992500144231,6.05093696522523,6.68229237143083,6.19770815795585,7.00562454919388,6.26115467261557,5.84046323386954,6.15785216914174,6.12308675098106,7.58421090130802,7.74011804283313,6.5453506448223,7.09275714091985
"P16452",6.29094040240368,5.22496636500027,5.3037807481771,6.2667865406949,5.73063995591679,6.77346892790519,6.23266075679027,5.59395128394841,8.29691620687929,7.16691625156997,7.3671963100259,5.76553474636298,6.40599235967584,7.49024921062709,4.85299758761332,6.78920757534734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P11169",5.66106547980695,6.22110372536788,5.83289001416474,5.95419631038687,5.66391384211598,6.24412594328373,3.99095486039699,7.04001567884788,6.3327079336406,6.28355142317431,6.72109918870718,6.86170728658586,6.82017896241519,6.49024921062709,8.6582114827518,6.56224242422107,5.8703647195834,5.95419631038687,5.87282875953489,6.3019533951261,6.69348695749933,6.38887833881199,6.37155886261196,5.89481776330794,6.61028665708102,6.39746072605472,6.69209237542757,6.38715571766298,7.25833047261243,7.62058641045188,6.98754825895374,7.37851162325373,6.90448409790142,6.15583017155653,6.01569380710515,6.08958289312471,6.22689381357139,7.14873077917319,6.62643913669732,6.43629511983936,6.34695688937888,6.12101540096137
"P60660",5.62058641045188,6.40769264866568,5.39574832817903,5.46270675067016,6.11270013274936,5.80992886572143,6.14771372235215,6.74011804283313,5.70043971814109,5.24412594328373,7.81185631429254,7.24031432933371,6.25927248703759,6.04657836662033,8.42752237068255,6.95070169008901,5.72246602447109,6.11894107272351,5.87282875953489,6.18586654531133,6.64385618977472,6.64529816394863,6.22110372536788,5.59991284218713,6.26865895502767,5.73876783680019,6.69627208392586,6.65535182861255,7.38456792317383,7.96981818594658,6.7983097824546,7.31288295528436,6.9898202201176,5.81506301719287,6.27052894238072,6.16992500144231,6.40258575823259,7.39059890555246,6.75221336786514,6.83162393682075,6.38370429247405,6.16791986555194
"O00194",5.30742852519225,6.31469652565629,5.77873424411784,5.86046625851717,6.18586654531133,5.99322146736894,6.23266075679027,6.31469652565629,6.4245862262511,5.83541884047548,7.51175265376738,6.95535930524299,6.3819754785573,5.79960542245267,8.52120781622399,6.91169158187234,6.24031432933371,6.45121111183233,6.29645740737124,6.27984269352035,6.6409679104499,6.58646452588639,6.23266075679027,6.04875931191986,6.4093909361377,5.88996019965864,6.63517394667492,6.59395128394841,7.33002051583608,7.65749710044411,6.55765515472542,7.19179950106508,7.17791779219584,6.42122329922514,6.6906964439777,6.67101024127845,6.7292808460274,7.53760669149529,7.08746284125034,7.24317398347295,6.91647664443772,6.75488750216347
"A0A087WW87",6.55458885167764,5.30742852519225,5.6667565918848,6.35755200461808,5.93545974780529,5.25927248703759,7.01903466936434,4.91169158187234,8.00168966840421,7.72246602447109,7.86727873970966,6.36282052553426,5.55765515472542,6.78135971352466,6.04657836662033,6.08108392868763,6.53138146051631,5.91169158187234,6.39403389536778,6.91647664443772,6.67101024127845,6.61470984411521,6.62935662007961,6.876516946565,6.56985560833095,6.57742882803575,6.43962313755712,6.89602960297675,6.67101024127845,6.59842476052772,6.53138146051631,7.11165734626313,7.04548665635946,7.03121873061072,6.27052894238072,6.74550626586916,6.61028665708102,7.07253459972295,7.11270013274936,6.31650781910311,6.84674402324487,6.78790255939143
"P68871",6.56985560833095,5.38543103719352,5.66959375118833,6.19377174339668,5.50462039240355,6.62351574149055,6.29278174922785,5.79181407116183,7.54766574835342,7.66888498426625,7.30286736097287,5.99774402605963,6.48864353985378,7.67313237214536,5.01792190799726,6.93899143877554,6.60584986719498,6.30560578958543,6.26115467261557,6.23266075679027,6.48220292629596,6.37851162325373,5.85049941375812,6.0746766862945,7.1548181090521,6.66249036391378,6.93545974780529,7.68018368159249,6.39231742277876,7.07788386443832,6.32192809488736,6.6906964439777,6.10013667128545,6.78790255939143,6.11894107272351,5.71973105674985,5.98413359454098,6.08321336824898,7.32822611878773,7.55151601762801,6.37851162325373,6.92599941855622
"Q8N6C8",5.72519581722666,6.13750352374993,6.51884982870769,6.29645740737124,5.41616416473313,6.70873904135958,6.21529030565123,5.29278174922785,7.96751448080097,8.01903466936434,6.39403389536778,5.85798099512757,6.23457795978457,6.7839804136838,6.02680005934372,7.16188768237689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5909612413426,6.456149034648,7.467605550083,6.56833618213375,7.07574653806091,6.42961596420174,6.45779126025604,8.27844945822048,7.51017075115177,6.74146698640115
